2.45	 -1.11
1.29	 -0.66
2.23	 -1.19
3.02	 -1.35
-6.12	 7.00
-3.97	 -5.18
-4.63	 5.93
-8.65	 -3.91
-5.51	 5.84
8.56	 -4.53
-7.09	 -2.51
-2.22	 -3.22
-9.36	 -3.12
-6.30	 6.95
10.47	 -4.62
-7.43	 -3.68
-8.42	 -2.90
2.68	 -0.95
11.90	 -4.89
10.04	 -1.53
-6.09	 8.24
-2.72	 -3.75
-7.04	 -2.00
0.89	 -0.76
-7.65	 -2.62
-9.87	 -6.52
-8.54	 -2.57
10.12	 -3.62
-2.43	 -3.05
-4.72	 -4.06
7.26	 -3.30
-2.92	 -1.61
9.88	 -2.65
-1.98	 -5.71
-6.17	 -5.49
-8.59	 -6.82
-3.26	 -4.74
-1.09	 -4.94
-1.68	 -5.51
-4.14	 -5.26
-7.04	 -7.03
-7.44	 -2.93
-7.98	 -2.23
10.13	 -4.63
-4.06	 -3.64
-8.06	 -6.83
-7.45	 -7.56
-5.19	 6.57
0.64	 -1.76
8.81	 -1.77
-9.17	 -4.39
-10.31	 -2.05
2.45	 -1.05
-2.62	 -4.91
-9.45	 -3.82
-8.35	 -2.67
9.51	 -3.03
-5.85	 7.05
9.95	 -3.02
1.39	 -0.41
-6.65	 5.93
-7.95	 -7.11
-5.93	 7.00
8.84	 -5.58
-6.53	 5.24
-8.63	 -2.04
-4.58	 -5.00
10.36	 -3.90
-6.91	 -6.03
10.86	 -3.82
8.72	 -4.73
-7.37	 -2.58
-9.17	 -3.08
-9.49	 -3.32
9.92	 -4.07
-7.26	 -2.73
-5.77	 5.89
-8.12	 -1.92
1.51	 -0.34
-3.94	 -3.76
1.46	 -1.38
-8.90	 -3.24
-7.10	 -5.55
-9.25	 -2.74
8.56	 -3.06
8.99	 -3.74
-1.52	 -4.85
-9.69	 -2.75
-8.02	 -2.98
11.91	 -1.90
-8.21	 -6.63
-6.99	 -6.82
0.29	 -1.95
-8.64	 -2.68
-9.23	 -3.52
-8.30	 -4.83
-7.30	 -5.59
-6.82	 6.71
2.77	 -0.01
1.27	 -2.09
-3.61	 -4.66
-2.92	 -5.08
0.78	 1.00
-6.73	 -2.41
-7.53	 -7.31
-9.15	 -6.34
-6.65	 6.90
-6.60	 -3.09
10.46	 -3.62
10.16	 -5.72
1.42	 -0.77
-5.43	 -5.41
-0.47	 -0.99
-6.51	 -7.49
-2.16	 -4.65
-9.55	 -3.02
-3.39	 -4.44
9.22	 -4.46
1.41	 -2.04
-5.25	 7.12
12.09	 -4.72
-8.91	 -2.56
-5.36	 5.71
2.42	 -0.45
-3.65	 -5.65
-9.39	 -1.24
-7.90	 -5.03
3.00	 0.12
-8.33	 -8.37
1.66	 1.34
-8.07	 -1.06
-6.34	 -1.26
-2.65	 -4.01
8.77	 -2.20
-6.18	 7.36
-3.09	 -4.05
-9.68	 -2.76
-3.07	 -6.07
3.48	 0.06
-7.06	 -7.87
-7.51	 -7.44
-5.78	 5.82
1.14	 0.64
3.25	 -1.35
9.09	 -3.60
-6.52	 7.05
-10.06	 -3.37
-9.12	 -1.81
-9.34	 -2.00
-5.88	 -4.27
-8.47	 -2.67
-8.51	 -7.70
8.54	 -1.87
0.69	 -1.67
8.60	 -2.81
1.20	 -0.77
-8.57	 -2.08
9.57	 -4.34
-2.11	 -2.01
-8.76	 -2.61
-5.50	 3.58
-7.77	 -8.65
-7.99	 -2.45
-3.47	 -4.69
-8.31	 -2.09
-7.61	 -2.77
1.63	 -0.08
-3.17	 -4.69
9.50	 -4.73
-3.99	 -3.48
-4.72	 -4.81
-4.00	 6.13
-3.50	 -4.87
-3.42	 -3.71
4.00	 -0.79
-9.17	 -2.07
-6.41	 5.22
9.74	 -3.27
-7.76	 -9.30
9.19	 -3.70
-8.32	 -2.44
1.59	 1.17
-8.54	 -1.39
-7.51	 5.04
-7.76	 -2.80
-2.69	 -4.55
-9.31	 -4.01
-5.76	 6.37
-5.87	 5.99
-5.10	 7.09
-5.95	 -5.76
-5.18	 6.29
-8.05	 7.72
11.12	 -4.40
-6.64	 -5.65
-3.97	 -5.68
-6.30	 8.55
-7.23	 -7.62
9.43	 -2.77
-8.49	 -7.91
-6.04	 7.14
0.47	 -0.12
-8.61	 -3.36
-9.83	 -3.21
-7.29	 -3.67
-6.17	 7.45
8.81	 -2.02
-1.79	 -3.88
-8.54	 -5.53
1.47	 0.04
-2.65	 -5.82
0.96	 -1.44
-5.00	 7.24
-10.48	 -6.78
1.03	 -2.12
-8.01	 -7.26
-7.96	 -5.20
-9.25	 -2.01
0.35	 1.20
-3.67	 -3.93
1.73	 -0.28
4.67	 -1.35
10.61	 -3.63
0.43	 -3.11
-0.40	 -0.71
-8.02	 -6.50
-8.20	 -3.39
-0.64	 -3.25
-7.88	 -6.76
-9.10	 -1.33
-8.09	 -6.28
-3.17	 -3.07
11.24	 -3.88
-8.92	 -1.29
0.87	 -1.12
-2.21	 -4.56
-3.65	 -3.41
-8.14	 -0.29
10.71	 -3.48
-10.16	 -1.51
-4.48	 -2.42
7.10	 -2.35
-8.62	 -2.46
-6.08	 -2.32
-8.01	 -2.10
-8.23	 -4.28
-6.78	 6.41
-2.55	 -4.73
9.84	 -3.50
1.26	 -1.09
-6.14	 -6.49
-4.67	 -5.24
9.85	 -4.62
-5.27	 -6.10
8.51	 -2.91
0.41	 -0.79
9.61	 -4.12
-2.74	 -3.83
-5.01	 5.75
-7.80	 -2.64
-5.16	 7.30
9.74	 -5.82
9.84	 -4.42
-7.22	 -7.68
-3.66	 -4.63
-9.53	 -3.71
-7.75	 -6.23
-8.42	 -1.67
8.28	 -3.93
1.78	 -1.30
-7.54	 -4.88
-1.69	 -5.15
-4.61	 6.51
-7.31	 7.89
10.72	 -3.96
-4.69	 6.20
2.35	 0.40
-2.77	 -2.62
-3.85	 -3.05
-7.44	 -5.41
-8.40	 -0.30
-8.35	 -2.69
9.48	 -5.00
-6.81	 -6.00
-7.50	 -1.84
-3.55	 -3.61
-8.41	 -5.11
-2.59	 -4.65
-5.92	 -4.72
-5.20	 -6.47
-8.02	 -1.71
-8.70	 -1.91
2.36	 -2.77
9.48	 -4.25
-8.95	 -2.30
-9.45	 -2.93
-6.77	 6.50
-9.49	 -2.55
1.49	 0.13
-8.63	 -1.10
-1.89	 -4.49
-9.20	 -2.31
-11.28	 -3.51
-4.16	 -4.63
-8.80	 -8.00
-8.50	 -3.07
-9.55	 -3.01
1.59	 -1.47
-7.64	 -1.50
2.51	 -1.70
-6.29	 8.54
-5.27	 6.57
-7.68	 -6.77
-5.97	 8.33
-9.28	 -2.12
8.42	 -2.60
-8.33	 -6.02
-8.49	 -2.87
-8.24	 -4.26
-6.81	 -3.09
-8.44	 -2.21
0.01	 1.68
0.25	 -1.83
-7.07	 -7.97
2.49	 0.37
-9.34	 -2.50
10.40	 -3.20
-9.74	 -2.21
-8.08	 -2.17
-9.19	 -6.60
-8.07	 -1.54
-9.38	 -1.95
-6.66	 -6.35
-1.82	 -2.66
1.53	 -0.28
0.86	 -0.05
-1.32	 -3.71
0.25	 -1.70
1.98	 -0.79
0.76	 -1.15
-8.04	 -1.38
-5.39	 5.21
0.24	 -1.27
-7.49	 -3.84
-8.15	 -3.78
9.42	 -5.46
10.32	 -2.92
-2.60	 -4.83
2.37	 -0.71
-5.68	 6.96
1.22	 -0.70
-6.45	 5.49
-2.39	 -6.12
-4.83	 6.29
-1.41	 -2.10
7.93	 -2.69
-5.69	 5.86
-9.23	 -1.44
-3.92	 -5.24
-9.04	 -3.80
-9.87	 -1.05
-1.89	 -3.88
